run_id,window_index,window_start,window_end,ticker,source_query,status,article_id,published_at,title,source,body_extraction_status,market_signal,event_type,expectation_surprise,final_signal_score,signal_strength,return_20d,excess_return_20d,raw_thesis_match,excess_thesis_match,is_duplicate,data_quality_score,data_quality_notes,what_went_wrong
20260624T144048Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,EU's Kallas: China is increasingly weaponizing economic ties for political gains - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,Bangladesh election: Main parties and issues - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,China says Philippines distorted facts about incident near disputed atoll - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T144048Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,India streamlines visa rules in boost for Chinese professionals - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T144048Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,Stem cell clinic ends $10 million lawsuit against law firm Venable - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,How Chinese entities are already using Nvidia's powerful H200 AI chips - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,Republican lawmakers decry Intel's testing of Chinese-linked tools after Reuters report - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T144048Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,Obamacare health subsidy to end as US Senate rejects dueling remedies - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,"China voices support for Venezuela amid US blockade, but makes no aid pledges - Reuters",Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T144048Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,China holds low-key Nanjing Massacre memorial despite Japan tensions - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,"US forces raided ship headed to Iran from China in Indian Ocean, WSJ says - Reuters",Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,"Nvidia considers increasing H200 chip output due to robust China demand, sources say - Reuters",Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,Judge fines law firm Hagens Berman over AI errors in OnlyFans case - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,Polestar secures $600 million loan from majority owner Geely Holding - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,Japan visitor arrivals growth strong in November despite China travel warning - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T144048Z,2,2025-12-10,2025-12-17,UUUU,CNBC,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,2,2025-12-10,2025-12-17,UUUU,Yahoo Finance,saved,872,2025-12-13T08:00:00+00:00,Energy Fuels (TSX:EFR): Assessing Valuation After a Sharp Pullback Following a Strong Year of Gains - Yahoo Finance,Yahoo Finance,google_news_title_only,neutral,other,neutral,0.0,0.0,48.5795,46.3087,,,0,65,title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
20260624T144048Z,2,2025-12-10,2025-12-17,UUUU,GlobeNewswire,skipped,,,Eclipse Energy Announces Collaborative Partnership with - GlobeNewswire,Historical GlobeNewswire,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,2,2025-12-10,2025-12-17,UUUU,Business Wire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,2,2025-12-10,2025-12-17,UUUU,PR Newswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,2,2025-12-10,2025-12-17,UUUU,Accesswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,2,2025-12-10,2025-12-17,UUUU,Seeking Alpha,skipped,,,"Newmont: Upside Intact, But Gold Whiplash Could Punish Buyers (NYSE:NEM) - Seeking Alpha",Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,2,2025-12-10,2025-12-17,UUUU,Seeking Alpha,skipped,,,Eos Energy’s Backlog Is Impressive - Its Valuation Even More So (NASDAQ:EOSE) - Seeking Alpha,Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,2,2025-12-10,2025-12-17,UUUU,Seeking Alpha,skipped,,,"Solid Power: Impressive Growth For Sure, Value For Money, Not So Much (NASDAQ:SLDP) - Seeking Alpha",Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,2,2025-12-10,2025-12-17,UUUU,Seeking Alpha,skipped,,,Cleveland-Cliffs: Cautious Optimism With High Risk (Rating Upgrade) (NYSE:CLF) - Seeking Alpha,Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,2,2025-12-10,2025-12-17,UUUU,Seeking Alpha,skipped,,,NuScale Power: Revenue Generation Is Too Far Out (NYSE:SMR) - Seeking Alpha,Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,2,2025-12-10,2025-12-17,UUUU,Seeking Alpha,skipped,,,I Think Canopy Growth Is Already Priced For Rescheduling (CGC) - Seeking Alpha,Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,2,2025-12-10,2025-12-17,CRSP,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,2,2025-12-10,2025-12-17,CRSP,CNBC,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,2,2025-12-10,2025-12-17,CRSP,Yahoo Finance,saved,873,2025-12-10T08:00:00+00:00,Why Is CRISPR Therapeutics (CRSP) Up 3.3% Since Last Earnings Report? - Yahoo Finance,Yahoo Finance,google_news_title_only,neutral,earnings,neutral,0.0,0.0,-4.8029,-5.9701,,,0,65,title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
20260624T144048Z,2,2025-12-10,2025-12-17,CRSP,GlobeNewswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,2,2025-12-10,2025-12-17,CRSP,Business Wire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,2,2025-12-10,2025-12-17,CRSP,PR Newswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,2,2025-12-10,2025-12-17,CRSP,Accesswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,2,2025-12-10,2025-12-17,CRSP,Seeking Alpha,skipped,,,"Sarepta Therapeutics, Inc. (SRPT) Latest Stock Analysis - Seeking Alpha",Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T144048Z,2,2025-12-10,2025-12-17,CRSP,Seeking Alpha,skipped,,,"Syndax Pharmaceuticals, Inc. (SNDX) Latest Press Releases - Seeking Alpha",Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T144048Z,2,2025-12-10,2025-12-17,CRSP,Seeking Alpha,skipped,,,QQQ Vs. ARKK: The Critical Role Of Equity Duration In Growth Investing (NASDAQ:QQQ) - Seeking Alpha,Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,2,2025-12-10,2025-12-17,ARCT,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,2,2025-12-10,2025-12-17,ARCT,CNBC,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,2,2025-12-10,2025-12-17,ARCT,Yahoo Finance,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,2,2025-12-10,2025-12-17,ARCT,GlobeNewswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,2,2025-12-10,2025-12-17,ARCT,Business Wire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,2,2025-12-10,2025-12-17,ARCT,PR Newswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,2,2025-12-10,2025-12-17,ARCT,Accesswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,2,2025-12-10,2025-12-17,ARCT,Seeking Alpha,skipped,,,"Cathie Wood tilts toward Robinhood, Bitcoin ETFs, trims Tesla, Iridium (ARKK:BATS) - Seeking Alpha",Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,2,2025-12-10,2025-12-17,RDW,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,2,2025-12-10,2025-12-17,RDW,CNBC,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,2,2025-12-10,2025-12-17,RDW,Yahoo Finance,saved,874,2025-12-10T08:00:00+00:00,Why Redwire (RDW) Stock Is Trading Lower Today - Yahoo Finance,Yahoo Finance,google_news_title_only,neutral,other,neutral,0.0,0.0,38.983,37.8158,,,0,65,title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
20260624T144048Z,2,2025-12-10,2025-12-17,RDW,GlobeNewswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,2,2025-12-10,2025-12-17,RDW,Business Wire,skipped,,,Voyager Awarded $21M Contract to Advance Airborne Mission Capabilities - Business Wire,Historical Business Wire,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,2,2025-12-10,2025-12-17,RDW,PR Newswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,2,2025-12-10,2025-12-17,RDW,Accesswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,2,2025-12-10,2025-12-17,RDW,Seeking Alpha,saved,875,2025-12-11T08:00:00+00:00,"Redwire's 2025: Challenges, Opportunities, And A Bullish Outlook For 2026 (NYSE:RDW) - Seeking Alpha",Seeking Alpha,google_news_title_only,neutral,guidance,neutral,0.0,0.0,39.0947,37.0324,,,0,65,title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
20260624T144048Z,2,2025-12-10,2025-12-17,IONQ,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,2,2025-12-10,2025-12-17,IONQ,CNBC,skipped,,,"Here are Thursday's biggest analyst calls: Nvidia, Tesla, Oracle, Meta Platforms, Visa, Alphabet, Roku & more - CNBC",Historical CNBC,,,,,,,,,,,0,10,missing body | missing published_at | market chatter or roundup article | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,2,2025-12-10,2025-12-17,IONQ,Yahoo Finance,saved,876,2025-12-11T08:00:00+00:00,"Should You Invest $1,000 in IonQ Right Now? - Yahoo Finance",Yahoo Finance,google_news_title_only,neutral,other,neutral,0.0,0.0,-2.8004,-4.8627,,,0,65,title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
20260624T144048Z,2,2025-12-10,2025-12-17,IONQ,GlobeNewswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,2,2025-12-10,2025-12-17,IONQ,Business Wire,skipped,,,IonQ and QuantumBasel Expand Long-Term Partnership in Next-Generation Quantum Systems - Business Wire,Historical Business Wire,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T144048Z,2,2025-12-10,2025-12-17,IONQ,PR Newswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,2,2025-12-10,2025-12-17,IONQ,Accesswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,2,2025-12-10,2025-12-17,IONQ,Seeking Alpha,saved,877,2025-12-16T08:00:00+00:00,IonQ: Look Beyond Quantum Headlines (NYSE:IONQ) - Seeking Alpha,Seeking Alpha,google_news_title_only,neutral,other,neutral,0.0,0.0,10.7961,7.4741,,,0,65,title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
20260624T144048Z,3,2025-12-29,2026-01-05,RXRX,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,3,2025-12-29,2026-01-05,RXRX,CNBC,skipped,,,Nvidia takes $5 billion stake in Intel under September agreement - CNBC,Historical CNBC,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,3,2025-12-29,2026-01-05,RXRX,Yahoo Finance,saved,878,2026-01-02T08:00:00+00:00,JPMorgan Boosts Rating on Recursion Pharmaceuticals (RXRX) Amid AI-Driven Drug Pipeline - Yahoo Finance,Yahoo Finance,google_news_title_only,neutral,other,neutral,0.0,0.0,-6.1785,-6.4417,,,0,65,title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
20260624T144048Z,3,2025-12-29,2026-01-05,RXRX,GlobeNewswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,3,2025-12-29,2026-01-05,RXRX,Business Wire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,3,2025-12-29,2026-01-05,RXRX,PR Newswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,3,2025-12-29,2026-01-05,RXRX,Accesswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,3,2025-12-29,2026-01-05,RXRX,Seeking Alpha,skipped,,,ARK outperforms in 2025 with Tesla still Cathie Wood’s biggest bet (ARKK:BATS) - Seeking Alpha,Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,3,2025-12-29,2026-01-05,RXRX,Seeking Alpha,skipped,,,Wall Street's most shorted stocks at the start of 2026 - Seeking Alpha,Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,3,2025-12-29,2026-01-05,RKLB,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,3,2025-12-29,2026-01-05,RKLB,CNBC,skipped,,,Intel is coming off an astounding year. Why this analyst sees more gains ahead - CNBC,Historical CNBC,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T144048Z,3,2025-12-29,2026-01-05,RKLB,Yahoo Finance,saved,879,2025-12-30T08:00:00+00:00,"Stock Market Today, Dec. 30: Rocket Lab Regains Momentum - Yahoo Finance",Yahoo Finance,google_news_title_only,neutral,other,neutral,0.0,0.0,14.7792,13.3054,,,0,65,title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
20260624T144048Z,3,2025-12-29,2026-01-05,RKLB,GlobeNewswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,3,2025-12-29,2026-01-05,RKLB,Business Wire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,3,2025-12-29,2026-01-05,RKLB,PR Newswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,3,2025-12-29,2026-01-05,RKLB,Accesswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,3,2025-12-29,2026-01-05,RKLB,Seeking Alpha,saved,880,2026-01-02T08:00:00+00:00,Rocket Lab: The Market Is Saying This Is An Outlier Among Outliers (RKLB) - Seeking Alpha,Seeking Alpha,google_news_title_only,neutral,other,neutral,0.0,0.0,4.0056,3.7424,,,0,65,title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
20260624T144048Z,3,2025-12-29,2026-01-05,ASTS,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,3,2025-12-29,2026-01-05,ASTS,CNBC,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,3,2025-12-29,2026-01-05,ASTS,Yahoo Finance,saved,881,2025-12-30T08:00:00+00:00,AST SpaceMobile's Lofty Valuation: Should Investors Stay Cautious? - Yahoo Finance,Yahoo Finance,google_news_title_only,neutral,other,neutral,0.0,0.0,53.1186,51.6448,,,0,65,title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
20260624T144048Z,3,2025-12-29,2026-01-05,ASTS,GlobeNewswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,3,2025-12-29,2026-01-05,ASTS,Business Wire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,3,2025-12-29,2026-01-05,ASTS,PR Newswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,3,2025-12-29,2026-01-05,ASTS,Accesswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,3,2025-12-29,2026-01-05,ASTS,Seeking Alpha,skipped,,,SA Asks: What's the best space stock right now for investors? (LMT:NYSE) - Seeking Alpha,Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,3,2025-12-29,2026-01-05,ASTS,Seeking Alpha,skipped,,,"SQM, Codelco form giant company to produce lithium in Chile (SQM:NYSE) - Seeking Alpha",Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,3,2025-12-29,2026-01-05,ASTS,Seeking Alpha,skipped,,,"Vertiv soars as Barclays upgrades, sees stock at attractive entry point (VRT:NYSE) - Seeking Alpha",Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,3,2025-12-29,2026-01-05,ASTS,Seeking Alpha,skipped,,,"Toyota Motor North America reports strong 2025 U.S. sales growth, led by EVs (NYSE:TM) - Seeking Alpha",Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T144048Z,3,2025-12-29,2026-01-05,ASTS,Seeking Alpha,skipped,,,Chinese AI startup MiniMax expected to price Hong Kong IPO at top of range: report - Seeking Alpha,Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T144048Z,3,2025-12-29,2026-01-05,ASTS,Seeking Alpha,skipped,,,The industrial REITs that have delivered the strongest returns YTD (SP500-601025:IND:) - Seeking Alpha,Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,3,2025-12-29,2026-01-05,ASTS,Seeking Alpha,skipped,,,What investors can expect from Celsius Holdings in 2026 (CELH:NASDAQ) - Seeking Alpha,Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,3,2025-12-29,2026-01-05,ASTS,Seeking Alpha,skipped,,,Nvidia bucks trend as chip stocks mostly lower to end year - Seeking Alpha,Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,3,2025-12-29,2026-01-05,ASTS,Seeking Alpha,skipped,,,Wells Fargo hires credit-trading veteran for key revenue-driving unit (WFC:NYSE) - Seeking Alpha,Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
